LOANSKEY,Original LTV,Sales Price,Original Appraisal,Mortgage Insurance Coverage,Mortgage Insurance Company,Lender Paid Flag,FICO at Origination,Documentation,Self Employed Flag,Product Category,Purpose,Property,Occupancy,Units,Scheduled Balance,Original Balance,Pledge Balance,Origination Date,First Pay Day,Maturity Date,Cut off Date,Gross Current Coupon Rate,Servicing Fee Rate,Master Servicing Fee Rate,LPMI Fee Rate,State,City,Zip,Interest Only Flag,Balloon Flag,Jumbo Flag,Original IO Term,Original Term,Original Amortization Term,Original PNI Paypent,Current PNI Payment,Times 30 Days Delinquent in last 12 months,Times 60 Days Delinquent,Times 90 Days Delinquent,Prepay Flag/Term,Lien Position,Originator,Primary Servicer,Deal ID,Pool ID
286683,68.57,875000.00,875000.00,0,No Insurance,N,802,No Income Verifier,N,30 Year FRM,Purchase,Condo,Secondary,1,592540.83,600000.00,0.00,20060322,20060501,20360401,20070501,6.375,0.250,0.000,0.000,Idaho,SUN VALLEY,83353,N,N,Jumbo,0,360,360,3743.22,3743.22,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
286685,60.77,905000.00,950000.00,0,No Insurance,N,736,No Income Verifier,Y,30 Year FRM,Purchase,Single Family Residence,Primary,1,544588.21,550000.00,0.00,20060530,20060701,20360601,20070501,6.625,0.250,0.000,0.000,New Jersey,SKILLMAN,08558,N,N,Jumbo,0,360,360,3521.71,3521.71,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
286689,76.47,0.00,850000.00,0,No Insurance,N,711,Full Documentation,Y,30 Year FRM,Rate-Term Refinance,Planned unit developments,Primary,1,645294.48,650000.00,0.00,20060810,20061001,20360901,20070501,6.750,0.250,0.000,0.000,Alabama,DAPHNE,36527,N,N,Jumbo,0,360,360,4215.89,4215.89,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
291309,79.68,0.00,753000.00,0,No Insurance,N,721,No Asset/No Income,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,599052.08,600000.00,0.00,20060829,20061101,20361001,20070501,6.625,0.250,0.000,0.000,California,REDONDO BEACH,90278,Y,N,Jumbo,120,360,240,3312.50,3306.75,1,0,0,0,1st Lien,NetBank,Chase Mortgage,JPMMT2007-S2,1
252301,57.14,0.00,1295000.00,0,No Insurance,N,775,No Income Verifier,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,733444.20,740000.00,0.00,20060829,20061001,20360901,20070501,6.500,0.250,0.000,0.000,Florida,NAPLES,34108,N,N,Jumbo,0,360,360,4677.30,4677.31,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
252306,74.53,0.00,805000.00,0,No Insurance,N,812,Full Documentation,N,30 Year FRM,Cash-out Refinance,Planned unit developments,Primary,1,596140.87,600000.00,0.00,20060814,20061001,20360901,20070501,6.500,0.250,0.000,0.000,Colorado,SILVERTHORNE,80498,N,N,Jumbo,0,360,360,3792.41,3792.41,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
252307,74.43,610000.00,610000.00,0,No Insurance,N,759,No Income Verifier,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,450810.62,454000.00,0.00,20060822,20061001,20360901,20070501,6.750,0.250,0.000,0.000,California,CORONA,92882,N,N,Jumbo,0,360,360,2944.64,2944.64,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
252308,64.31,0.00,905000.00,0,No Insurance,N,774,Full Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,577811.56,582000.00,0.00,20060824,20061001,20360901,20070501,6.625,0.250,0.000,0.000,Washington,SEATTLE,98109,N,N,Jumbo,0,360,360,3726.61,3726.61,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
252313,80.00,845000.00,850000.00,0,No Insurance,N,0,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,671856.39,676000.00,0.00,20060816,20061001,20360901,20070501,6.750,0.250,0.000,0.000,Arizona,PHOENIX,85048,N,N,Jumbo,0,360,360,4384.53,4384.53,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
252315,77.17,0.00,920000.00,0,No Insurance,N,767,Full Documentation,N,30 Year FRM,Cash-out Refinance,Planned unit developments,Primary,1,701680.17,710000.00,0.00,20060418,20060601,20360501,20070501,6.250,0.250,0.000,0.000,California,CAMARILLO,93012,N,N,Jumbo,0,360,360,4371.60,4371.60,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
252316,80.00,769000.00,790000.00,0,No Insurance,N,675,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,611408.28,615200.00,0.00,20060811,20061001,20360901,20070501,6.750,0.250,0.000,0.000,Texas,HOUSTON,77019,N,N,Jumbo,0,360,360,3990.18,3990.18,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
252321,80.00,679900.00,680000.00,0,No Insurance,N,716,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,539377.64,543900.00,0.00,20060628,20060801,20360701,20070501,6.500,0.250,0.000,0.000,Georgia,CUMMING,30040,N,N,Jumbo,0,360,360,3437.82,3437.82,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
252329,80.00,675000.00,685000.00,0,No Insurance,N,758,No Income Verifier,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,533013.31,540000.00,0.00,20060731,20060901,20360801,20070501,6.625,0.250,0.000,0.000,New York,BAYPORT,11705,N,N,Jumbo,0,360,360,3457.68,3457.68,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
252340,67.91,0.00,670000.00,0,No Insurance,N,738,No Income Verifier,N,30 Year FRM,Cash-out Refinance,Planned unit developments,Primary,1,451930.26,455000.00,0.00,20060824,20061001,20360901,20070501,6.250,0.250,0.000,0.000,Florida,FORT LAUDERDALE,33331,N,N,Jumbo,0,360,360,2801.51,2801.52,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
252345,69.90,0.00,670000.00,0,No Insurance,N,742,No Income Verifier,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,464052.88,468300.00,0.00,20060901,20061101,20361001,20070501,6.625,0.250,0.000,0.000,California,VENTURA,93003,N,N,Jumbo,0,360,360,2998.58,2998.58,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
269210,79.90,861117.75,862000.00,0,No Insurance,N,757,Stated Documentation,Y,30 Year FRM,Purchase,Single Family Residence,Primary,1,685004.69,688000.00,0.00,20061019,20061201,20361101,20070501,6.750,0.250,0.000,0.000,New Jersey,JACKSON TOWNSHIP,08527,N,N,Jumbo,0,360,360,4462.36,4462.36,0,0,0,0,1st Lien,Weichert,Chase Mortgage,JPMMT2007-S2,1
266883,80.00,0.00,750000.00,0,No Insurance,N,750,Alternative,N,30 Year FRM,Rate-Term Refinance,Single Family Residence,Primary,1,595784.99,600000.00,0.00,20060901,20061001,20360901,20070501,6.750,0.250,0.000,0.000,Indiana,WESTFIELD,46074,N,N,Jumbo,0,360,360,3891.59,3891.59,0,0,0,0,1st Lien,Wachovia,Chase Mortgage,JPMMT2007-S2,1
266887,60.24,0.00,830000.00,0,No Insurance,N,814,Full Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,496487.51,500000.00,0.00,20060825,20061001,20360901,20070501,6.750,0.250,0.000,0.000,California,SACRAMENTO,95864,N,N,Jumbo,0,360,360,3242.99,3242.99,0,0,0,0,1st Lien,Wachovia,Chase Mortgage,JPMMT2007-S2,1
266890,80.00,805000.00,805000.00,0,No Insurance,N,805,LIM,N,30 Year FRM,Purchase,Condo,Primary,1,639365.64,644000.00,0.00,20060818,20061001,20360901,20070501,6.625,0.250,0.000,0.000,California,LA JOLLA,92037,N,N,Jumbo,0,360,360,4123.61,4123.61,0,0,0,0,1st Lien,Wachovia,Chase Mortgage,JPMMT2007-S2,1
266891,77.59,0.00,870000.00,0,No Insurance,N,721,Alternative,N,30 Year FRM,Cash-out Refinance,Two- to four-family,Primary,2,667886.29,675000.00,0.00,20060907,20061101,20361001,20070501,6.250,0.250,0.000,0.000,California,SAN PEDRO,90732,N,N,Jumbo,0,360,360,4156.10,4156.10,0,0,0,0,1st Lien,Wachovia,Chase Mortgage,JPMMT2007-S2,1
266897,83.80,0.00,530000.00,12,Mtge Guaranty Insurance Corp.,N,709,Alternative,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,439122.71,444125.00,0.00,20060824,20061001,20360901,20070501,6.250,0.250,0.000,0.000,New York,PUTNAM VALLEY,10579,N,N,Jumbo,0,360,360,2734.55,2734.55,0,0,0,0,1st Lien,Wachovia,Chase Mortgage,JPMMT2007-S2,1
266898,70.99,875000.00,810000.00,0,No Insurance,N,795,Alternative,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,571389.46,575000.00,0.00,20060929,20061101,20361001,20070501,6.625,0.250,0.000,0.000,Rhode Island,BRISTOL,02809,N,N,Jumbo,0,360,360,3681.79,3681.79,0,0,0,0,1st Lien,Wachovia,Chase Mortgage,JPMMT2007-S2,1
266902,80.00,620000.00,620000.00,0,No Insurance,N,790,LIM,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,492732.50,496000.00,0.00,20060908,20061101,20361001,20070501,6.375,0.250,0.000,0.000,California,OAKLAND,94610,N,N,Jumbo,0,360,360,3094.40,3094.40,0,0,0,0,1st Lien,Wachovia,Chase Mortgage,JPMMT2007-S2,1
266903,69.29,0.00,635000.00,0,No Insurance,N,678,Alternative,N,30 Year FRM,Rate-Term Refinance,Single Family Residence,Primary,1,437429.34,440000.00,0.00,20060926,20061101,20361001,20070501,6.250,0.250,0.000,0.000,California,LONG BEACH,90815,N,N,Jumbo,0,360,360,2709.16,2709.16,0,0,0,0,1st Lien,Wachovia,Chase Mortgage,JPMMT2007-S2,1
266906,80.00,0.00,557000.00,0,No Insurance,N,663,Alternative,N,30 Year FRM,Cash-out Refinance,Planned unit developments,Primary,1,442664.58,445600.00,0.00,20060911,20061101,20361001,20070501,6.375,0.250,0.000,0.000,California,POLLOCK PINES,95726,N,N,Jumbo,0,360,360,2779.96,2779.96,0,0,0,0,1st Lien,Wachovia,Chase Mortgage,JPMMT2007-S2,1
266915,50.00,2000000.00,2000000.00,0,No Insurance,N,778,Alternative,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,994972.42,1000000.00,0.00,20061002,20061201,20361101,20070501,6.000,0.250,0.000,0.000,California,PALOS VERDES ESTATES,90274,N,N,Jumbo,0,360,360,5995.51,5995.51,0,0,0,0,1st Lien,Wachovia,Chase Mortgage,JPMMT2007-S2,1
266917,75.00,0.00,1000000.00,0,No Insurance,N,741,LIM,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,745730.39,750000.00,0.00,20061019,20061201,20361101,20070501,6.625,0.250,0.000,0.000,California,POMONA,91766,N,N,Jumbo,0,360,360,4802.34,4802.34,0,0,0,0,1st Lien,Wachovia,Chase Mortgage,JPMMT2007-S2,1
266736,79.98,125900.00,126000.00,0,No Insurance,N,778,Full Documentation,N,30 Year FRM,Purchase,Condo,Secondary,1,99684.21,100700.00,0.00,20060911,20061101,20361001,20070501,6.375,0.250,0.000,0.000,Indiana,EVANSVILLE,47720,N,N,Conforming,0,360,360,628.24,628.24,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
251069,79.98,435347.00,440000.00,0,No Insurance,N,673,Stated Documentation,Y,30 Year FRM,Purchase,Single Family Residence,Primary,1,345794.11,348200.00,0.00,20060829,20061001,20360901,20070501,6.125,0.250,0.000,0.000,Ohio,Galena,43021,N,N,Conforming,0,360,360,2115.70,2115.70,0,0,0,0,1st Lien,GreenPoint Mortgage,Chase Mortgage,JPMMT2007-S2,1
251114,74.84,0.00,310000.00,0,No Insurance,N,747,Stated Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,230577.94,232000.00,0.00,20060918,20061101,20361001,20070501,6.750,0.250,0.000,0.000,California,Lancaster,93535,N,N,Conforming,0,360,360,1504.75,1504.75,0,0,0,1,1st Lien,GreenPoint Mortgage,Chase Mortgage,JPMMT2007-S2,1
251731,80.00,0.00,256000.00,0,No Insurance,N,733,Stated Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,203726.05,204800.00,0.00,20060914,20061101,20361001,20070501,6.750,0.250,0.000,0.000,North Carolina,WINSTON-SALEM,27107,N,N,Conforming,0,360,360,1328.33,1328.33,0,0,0,0,1st Lien,GreenPoint Mortgage,Chase Mortgage,JPMMT2007-S2,1
266733,78.48,152900.00,162000.00,0,No Insurance,N,781,Full Documentation,N,30 Year FRM,Purchase,Condo,Secondary,1,119264.44,120000.00,0.00,20060829,20061001,20360901,20070501,6.750,0.250,0.000,0.000,Arizona,GILBERT,85206,N,N,Conforming,0,360,360,778.32,778.32,0,0,0,0,1st Lien,Ohio Savings Bank,Chase Mortgage,JPMMT2007-S2,1
251056,80.00,465000.00,475000.00,0,No Insurance,N,773,Stated Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,369490.27,372000.00,0.00,20060830,20061001,20360901,20070501,6.250,0.250,0.000,0.000,California,VICTORVILLE,92392,N,N,Conforming,0,360,360,2290.47,2290.47,0,0,0,0,1st Lien,GreenPoint Mortgage,Chase Mortgage,JPMMT2007-S2,1
251089,80.00,295000.00,299000.00,0,No Insurance,N,704,Stated Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,234670.98,236000.00,0.00,20060927,20061101,20361001,20070501,6.375,0.250,0.000,0.000,California,Turlock,95380,N,N,Conforming,0,360,360,1472.33,1472.33,0,0,0,3,1st Lien,GreenPoint Mortgage,Chase Mortgage,JPMMT2007-S2,1
251130,47.21,0.00,430000.00,0,No Insurance,N,759,Stated Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,201883.87,203000.00,0.00,20060925,20061101,20361001,20070501,6.500,0.250,0.000,0.000,California,Los Angeles,90062,N,N,Conforming,0,360,360,1283.10,1283.10,0,0,0,3,1st Lien,GreenPoint Mortgage,Chase Mortgage,JPMMT2007-S2,1
251143,53.49,0.00,215000.00,0,No Insurance,N,752,Stated Documentation,N,30 Year FRM,Cash-out Refinance,Planned unit developments,Primary,1,114367.72,115000.00,0.00,20060912,20061101,20361001,20070501,6.500,0.250,0.000,0.000,California,Bakersfield,93309,N,N,Conforming,0,360,360,726.88,726.88,0,0,0,1,1st Lien,GreenPoint Mortgage,Chase Mortgage,JPMMT2007-S2,1
251708,23.81,0.00,420000.00,0,No Insurance,N,748,Stated Documentation,N,30 Year FRM,Rate-Term Refinance,Single Family Residence,Primary,1,99463.28,100000.00,0.00,20060917,20061101,20361001,20070501,6.625,0.250,0.000,0.000,California,LOCKEFORD,95237,N,N,Conforming,0,360,360,640.31,640.31,0,0,0,0,1st Lien,GreenPoint Mortgage,Chase Mortgage,JPMMT2007-S2,1
251715,45.00,269000.00,269000.00,0,No Insurance,N,782,Stated Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,120271.41,121050.00,0.00,20060912,20061101,20361001,20070501,6.500,0.250,0.000,0.000,California,VISALIA,93292,N,N,Conforming,0,360,360,765.12,765.12,0,0,0,0,1st Lien,GreenPoint Mortgage,Chase Mortgage,JPMMT2007-S2,1
251721,70.10,0.00,485000.00,0,No Insurance,N,727,Stated Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,335761.71,340000.00,0.00,20060906,20061101,20361001,20070501,6.625,0.250,0.000,0.000,California,WATSONVILLE,95076,N,N,Conforming,0,360,360,2177.06,2177.06,0,0,0,0,1st Lien,GreenPoint Mortgage,Chase Mortgage,JPMMT2007-S2,1
251733,36.45,0.00,550000.00,0,No Insurance,N,755,Stated Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,199449.55,200500.00,0.00,20060912,20061101,20361001,20070501,6.750,0.250,0.000,0.000,California,SAN JOSE,95116,N,N,Conforming,0,360,360,1300.44,1300.44,0,0,0,0,1st Lien,GreenPoint Mortgage,Chase Mortgage,JPMMT2007-S2,1
251740,70.00,0.00,380000.00,0,No Insurance,N,795,Stated Documentation,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,264572.29,266000.00,0.00,20060914,20061101,20361001,20070501,6.625,0.250,0.000,0.000,Washington,PUYALLUP,98373,N,N,Conforming,0,360,360,1703.23,1703.23,0,0,0,0,1st Lien,GreenPoint Mortgage,Chase Mortgage,JPMMT2007-S2,1
251752,80.00,0.00,325000.00,0,No Insurance,N,736,Stated Documentation,N,30 Year FRM,Rate-Term Refinance,Single Family Residence,Primary,1,258287.22,260000.00,0.00,20060914,20061101,20361001,20070501,6.375,0.250,0.000,0.000,California,PERRIS,92571,N,N,Conforming,0,360,360,1622.06,1622.06,0,0,0,0,1st Lien,GreenPoint Mortgage,Chase Mortgage,JPMMT2007-S2,1
251761,55.65,0.00,575000.00,0,No Insurance,N,730,Stated Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,317990.63,320000.00,0.00,20060929,20061101,20361001,20070501,6.625,0.250,0.000,0.000,California,LOS ANGELES,91402,N,N,Conforming,0,360,360,2049.00,2049.00,0,0,0,0,1st Lien,GreenPoint Mortgage,Chase Mortgage,JPMMT2007-S2,1
251762,45.19,0.00,270000.00,0,No Insurance,N,769,Stated Documentation,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,121153.49,122000.00,0.00,20060924,20061101,20361001,20070501,6.000,0.250,0.000,0.000,Nevada,NORTH LAS VEGAS,89032,N,N,Conforming,0,360,360,731.45,731.45,0,0,0,3,1st Lien,GreenPoint Mortgage,Chase Mortgage,JPMMT2007-S2,1
286925,80.00,336000.00,340000.00,0,No Insurance,N,801,Full Asset/Stated Income,N,30 Year FRM,Purchase,Condo,Primary,1,268800.00,268800.00,0.00,20060907,20061101,20361001,20070501,6.500,0.250,0.000,0.000,California,SAN DIEGO,92103,Y,N,Conforming,120,360,240,1456.00,1456.00,0,0,0,0,1st Lien,Home123,Chase Mortgage,JPMMT2007-S2,1
286971,78.95,0.00,475000.00,0,No Insurance,N,729,Full Asset/Stated Income,N,30 Year FRM,Cash-out Refinance,Planned unit developments,Primary,1,372392.23,375000.00,0.00,20060913,20061101,20361001,20070501,6.750,0.250,0.000,0.000,California,ESCONDIDO,92026,N,N,Conforming,0,360,360,2432.25,2432.25,0,0,0,0,1st Lien,Home123,Chase Mortgage,JPMMT2007-S2,1
287003,80.00,435000.00,475000.00,0,No Insurance,N,721,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,348000.00,348000.00,0.00,20060824,20061001,20360901,20070501,5.875,0.250,0.000,0.000,Nevada,SPARKS,89436,Y,N,Conforming,120,360,240,1703.75,1703.75,0,0,0,0,1st Lien,Home123,Chase Mortgage,JPMMT2007-S2,1
291645,66.50,0.00,1300000.00,0,No Insurance,N,728,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,864499.05,864500.00,0.00,20060927,20061201,20361101,20070501,6.750,0.250,0.000,0.000,Oregon,LAKE OSWEGO,97034,Y,N,Jumbo,120,360,240,4862.81,4862.81,0,0,0,0,1st Lien,Home123,Chase Mortgage,JPMMT2007-S2,1
291588,67.84,0.00,765000.00,0,No Insurance,N,699,Full Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,516280.42,519000.00,0.00,20061007,20061201,20361101,20070501,6.625,0.250,0.000,0.000,California,RIVERSIDE,92506,N,N,Jumbo,0,360,360,3323.22,3323.22,0,0,0,0,1st Lien,Home123,Chase Mortgage,JPMMT2007-S2,1
291593,64.85,1233702.50,1700000.00,0,No Insurance,N,723,Full Documentation,Y,30 Year FRM,Purchase,Planned unit developments,Primary,1,778080.31,800000.00,0.00,20061001,20061001,20360901,20070501,6.375,0.250,0.000,0.000,Florida,DAVIE,33328,N,N,Jumbo,0,360,360,4990.96,4990.96,0,0,0,0,1st Lien,Home123,Chase Mortgage,JPMMT2007-S2,1
291596,80.00,815000.00,830000.00,0,No Insurance,N,737,Full Documentation,N,30 Year FRM,Purchase,Condo,Primary,1,648948.34,652000.00,0.00,20061004,20070101,20361201,20070501,6.375,0.250,0.000,0.000,Washington,VANCOUVER,98661,N,N,Jumbo,0,360,360,4067.63,4067.63,0,0,0,0,1st Lien,Home123,Chase Mortgage,JPMMT2007-S2,1
291600,61.86,0.00,970000.00,0,No Insurance,N,681,Full Documentation,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,596621.09,600000.00,0.00,20060927,20061201,20361101,20070501,6.375,0.250,0.000,0.000,Nevada,LAS VEGAS,89139,N,N,Jumbo,0,360,360,3743.22,3743.22,0,0,0,0,1st Lien,Home123,Chase Mortgage,JPMMT2007-S2,1
291608,79.83,0.00,595000.00,0,No Insurance,N,658,Full Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,472122.56,475000.00,0.00,20060918,20061201,20361101,20070501,6.000,0.250,0.000,0.000,Colorado,IDAHO SPRINGS,80452,N,N,Jumbo,0,360,360,2847.86,2847.87,0,0,0,0,1st Lien,Home123,Chase Mortgage,JPMMT2007-S2,1
291609,65.19,0.00,905000.00,0,No Insurance,N,700,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,587796.70,590000.00,0.00,20061005,20070101,20361201,20070501,6.375,0.250,0.000,0.000,California,SAN FRANCISCO,94116,N,N,Jumbo,0,360,360,3680.83,3680.83,0,0,0,0,1st Lien,Home123,Chase Mortgage,JPMMT2007-S2,1
291610,80.00,0.00,580000.00,0,No Insurance,N,731,Full Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,461588.59,464000.00,0.00,20061020,20070101,20361201,20070501,6.250,0.250,0.000,0.000,California,ALAMEDA,94501,N,N,Jumbo,0,360,360,2856.93,2856.93,0,0,0,0,1st Lien,Home123,Chase Mortgage,JPMMT2007-S2,1
291611,80.00,0.00,740000.00,0,No Insurance,N,704,Full Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,589294.99,592000.00,0.00,20061013,20070101,20361201,20070501,6.500,0.250,0.000,0.000,California,SAN DIEGO,92104,N,N,Jumbo,0,360,360,3741.84,3741.84,0,0,0,0,1st Lien,Home123,Chase Mortgage,JPMMT2007-S2,1
291612,64.17,0.00,1535000.00,0,No Insurance,N,732,Full Asset/Stated Income,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,979631.14,985000.00,0.00,20061023,20070101,20361201,20070501,6.625,0.250,0.000,0.000,California,PASADENA,91107,N,N,Jumbo,0,360,360,6307.06,6307.06,0,0,0,0,1st Lien,Home123,Chase Mortgage,JPMMT2007-S2,1
291622,57.82,0.00,735000.00,0,No Insurance,N,655,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Planned unit developments,Primary,1,423104.34,425000.00,0.00,20061024,20070101,20361201,20070501,6.625,0.250,0.000,0.000,Nevada,RENO,89523,N,N,Jumbo,0,360,360,2721.32,2721.32,0,0,0,0,1st Lien,Home123,Chase Mortgage,JPMMT2007-S2,1
291648,80.00,617500.00,625000.00,0,No Insurance,N,756,Full Documentation,N,30 Year FRM,Purchase,Condo,Primary,1,494000.00,494000.00,0.00,20061024,20070101,20361201,20070501,6.625,0.250,0.000,0.000,California,IRVINE,92603,Y,N,Jumbo,120,360,240,2727.29,2727.29,0,0,0,0,1st Lien,Home123,Chase Mortgage,JPMMT2007-S2,1
291663,75.00,0.00,1200000.00,0,No Insurance,N,0,Full Asset/Stated Income,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,899747.43,900000.00,0.00,20061013,20070101,20361201,20070501,6.625,0.250,0.000,0.000,Illinois,PARK RIDGE,60068,Y,N,Jumbo,120,360,240,4968.75,4967.36,0,0,0,0,1st Lien,Home123,Chase Mortgage,JPMMT2007-S2,1
291669,80.00,0.00,640000.00,0,No Insurance,N,669,Full Asset/Stated Income,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,512000.00,512000.00,0.00,20061031,20070101,20361201,20070501,6.500,0.250,0.000,0.000,California,WEST HILLS AREA,91307,Y,N,Jumbo,120,360,240,2773.33,2773.33,0,0,0,0,1st Lien,Home123,Chase Mortgage,JPMMT2007-S2,1
291678,65.48,0.00,840000.00,0,No Insurance,N,778,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Planned unit developments,Primary,1,549989.54,550000.00,0.00,20061006,20061201,20361101,20070501,6.500,0.250,0.000,0.000,Colorado,AURORA,80016,Y,N,Jumbo,120,360,240,2979.17,2979.10,0,0,0,0,1st Lien,Home123,Chase Mortgage,JPMMT2007-S2,1
291680,69.35,620000.00,620000.00,0,No Insurance,N,771,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,430000.00,430000.00,0.00,20061026,20070101,20361201,20070501,6.500,0.250,0.000,0.000,California,UKIAH,95482,Y,N,Jumbo,120,360,240,2329.17,2329.17,0,0,0,0,1st Lien,Home123,Chase Mortgage,JPMMT2007-S2,1
291681,80.00,610000.00,610000.00,0,No Insurance,N,776,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,488000.00,488000.00,0.00,20061029,20070101,20361201,20070501,6.500,0.250,0.000,0.000,California,UKIAH,95482,Y,N,Jumbo,120,360,240,2643.33,2643.33,0,0,0,0,1st Lien,Home123,Chase Mortgage,JPMMT2007-S2,1
