LOANSKEY,Original LTV,Sales Price,Original Appraisal,Mortgage Insurance Coverage,Mortgage Insurance Company,Lender Paid Flag,FICO at Origination,Documentation,Self Employed Flag,Product Category,Purpose,Property,LOANSKEY,Occupancy,Units,Scheduled Balance,Original Balance,Pledge Balance,Origination Date,First Pay Day,Maturity Date,Cut off Date,Gross Current Coupon Rate,Servicing Fee Rate,Master Servicing Fee Rate,LOANSKEY,LPMI Fee Rate,State,City,Zip,Interest Only Flag,Balloon Flag,Jumbo Flag,Original IO Term,Original Term,Original Amortization Term,Original PNI Paypent,Current PNI Payment,LOANSKEY,Times 30 Days Delinquent in last 12 months,Times 60 Days Delinquent,Times 90 Days Delinquent,Prepay Flag/Term,Lien Position,Originator,Primary Servicer,Index,Initial Rate Adjustment Period,Subsequent Rate Adjustment Period,Initial Payment Adjustmen Period,Subsequent Payment Adjustment Period,LOANSKEY,First Rate Adjustment Date,First Payment Adjustment Date,Initial Periodic Cap,Subsequent Periodic Cap,Life Cap,Margin,Max Rate,Months to Next Rate Adjustment,Months to Next Pay Adjustment,Servicing Step Up,Step up Servicing Rate
279108,34.94,0,1574000,0,No Insurance,N,783,Full Documentation,Y,5 Year ARM,Rate-Term Refinance,Single Family Residence,279108,Primary,1,263136.31,550000,0,5/13/2004,7/1/2004,6/1/2034,1/1/2007,4.125,0.25,0.0018,279108,0,California,MANHATTAN BEACH CA,90266,N,N,Jumbo,0,360,360,2665.57,"2,665.57",279108,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279108,6/1/2009,7/1/2009,5,2,5,2.25,9.13,29,30,N,0
279109,80,630000,635500,0,No Insurance,N,743,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,279109,Primary,1,483300.58,504000,0,6/8/2004,8/1/2004,7/1/2034,1/1/2007,4.875,0.25,0.0018,279109,0,California,LOS ANGELES CA,90066,N,N,Jumbo,0,360,360,2667.21,"2,667.21",279109,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279109,7/1/2009,8/1/2009,5,2,5,2.25,9.88,30,31,N,0
279110,80,620000,620000,0,No Insurance,N,763,Full Documentation,Y,5 Year ARM,Purchase,Condo,279110,Primary,1,475895.38,496000,0,5/24/2004,7/1/2004,6/1/2034,1/1/2007,4.875,0.25,0.0018,279110,0,California,VENICE CA,90291,N,N,Jumbo,0,360,360,2624.87,"2,624.87",279110,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279110,6/1/2009,7/1/2009,5,2,5,2.25,9.88,29,30,N,0
279111,59.15,0,3381000,0,No Insurance,N,764,Full Documentation,Y,5 Year ARM,Rate-Term Refinance,Single Family Residence,279111,Primary,1,1882226.44,2000000,0,4/23/2004,6/1/2004,5/1/2034,1/1/2007,4.125,0.25,0.0018,279111,0,California,BEVERLY HILLS CA,90210,N,N,Jumbo,0,360,360,9692.99,"9,692.99",279111,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279111,5/1/2009,6/1/2009,5,2,5,2.5,9.13,28,29,N,0
279112,55.87,0,895000,0,No Insurance,N,758,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,279112,Primary,1,483117.03,500000,0,10/19/2004,12/1/2004,11/1/2034,1/1/2007,4.875,0.25,0.0018,279112,0,California,WEST HILLS CA,91307,N,N,Jumbo,0,360,360,2646.04,"2,646.04",279112,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279112,11/1/2009,12/1/2009,5,2,5,2.25,9.88,34,35,N,0
279113,41.51,0,1325000,0,No Insurance,N,774,Streamline,Y,5 Year ARM,Cash-out Refinance,Single Family Residence,279113,Primary,1,524695.83,550000,0,5/10/2004,7/1/2004,6/1/2034,1/1/2007,4.125,0.25,0.0018,279113,0,California,LOS ANGELES CA,90046,N,N,Jumbo,0,360,360,2665.57,"2,665.57",279113,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279113,6/1/2009,7/1/2009,5,2,5,2.25,9.13,29,30,N,0
279114,75,0,792000,0,No Insurance,N,770,Streamline,N,5 Year ARM,Rate-Term Refinance,Condo,279114,Secondary,1,564766.32,594000,0,5/20/2004,7/1/2004,6/1/2034,1/1/2007,4.25,0.25,0.0018,279114,0,Wyoming,JACKSON WY,83001,N,N,Jumbo,0,360,360,2922.12,"2,922.12",279114,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279114,6/1/2009,7/1/2009,5,2,5,2.25,9.25,29,30,N,0
279115,56.14,0,1425000,0,No Insurance,N,795,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,279115,Primary,1,763193.73,800000,0,4/27/2004,7/1/2004,6/1/2034,1/1/2007,4.125,0.25,0.0018,279115,0,California,LOS ANGELES CA,90064,N,N,Jumbo,0,360,360,3877.2,"3,877.20",279115,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279115,6/1/2009,7/1/2009,5,2,5,2.25,9.13,29,30,N,0
279116,76.12,0,850000,0,No Insurance,N,642,Streamline,Y,5 Year ARM,Rate-Term Refinance,Single Family Residence,279116,Primary,1,615257.11,647000,0,4/20/2004,6/1/2004,5/1/2034,1/1/2007,4.125,0.25,0.0018,279116,0,California,SHERMAN OAKS CA,91423,N,N,Jumbo,0,360,360,3135.68,"3,135.68",279116,1,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279116,5/1/2009,6/1/2009,5,2,5,2.25,9.13,28,29,N,0
279117,46,0,1500000,0,No Insurance,N,784,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,279117,Primary,1,594065.8,690000,0,5/11/2004,7/1/2004,6/1/2034,1/1/2007,4.25,0.25,0.0018,279117,0,California,SANTA MONICA CA,90402,N,N,Jumbo,0,360,360,3394.39,"3,394.39",279117,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279117,6/1/2009,7/1/2009,5,2,5,2.25,9.25,29,30,N,0
279118,35.88,0,2550000,0,No Insurance,N,800,Reduced - No Income Verification,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,279118,Primary,1,872365.01,915000,0,4/20/2004,6/1/2004,5/1/2034,1/1/2007,4.25,0.25,0.0018,279118,0,California,PACIFIC PALISADES CA,90272,N,N,Jumbo,0,360,360,4501.25,"4,501.25",279118,1,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279118,5/1/2009,6/1/2009,5,2,5,2.25,9.25,28,29,N,0
279119,66.21,0,1885000,0,No Insurance,N,668,Reduced - No Income Verification,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,279119,Primary,1,1192933.5,1248000,0,5/18/2004,7/1/2004,6/1/2034,1/1/2007,4.375,0.25,0.0018,279119,0,California,LOS ANGELES CA,90049,N,N,Jumbo,0,360,360,6231.08,"6,231.08",279119,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279119,6/1/2009,7/1/2009,5,2,5,2.5,9.38,29,30,N,0
279120,25.26,0,3503000,0,No Insurance,N,753,Reduced - No Income Verification,Y,5 Year ARM,Rate-Term Refinance,Single Family Residence,279120,Primary,1,845123.34,885000,0,4/27/2004,7/1/2004,6/1/2034,1/1/2007,4.25,0.25,0.0018,279120,0,California,LOS ANGELES CA,90024,N,N,Jumbo,0,360,360,4353.67,"4,353.67",279120,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279120,6/1/2009,7/1/2009,5,2,5,2.25,9.25,29,30,N,0
279121,76.57,0,670000,0,No Insurance,N,553,Full Documentation,N,5 Year ARM,Cash-out Refinance,Single Family Residence,279121,Primary,1,493346.4,513000,0,6/4/2004,8/1/2004,7/1/2034,1/1/2007,5,0.25,0.0018,279121,0,California,PLAYA DEL REY CA,90293,N,N,Jumbo,0,360,360,2753.89,"2,753.89",279121,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279121,7/1/2009,8/1/2009,5,2,5,2.25,10,30,31,N,0
279123,31.68,0,2415000,0,No Insurance,N,770,Reduced - No Income Verification,Y,5 Year ARM,Rate-Term Refinance,Single Family Residence,279123,Primary,1,729354.39,765000,0,4/23/2004,6/1/2004,5/1/2034,1/1/2007,4.25,0.25,0.0018,279123,0,California,MALIBU CA,90265,N,N,Jumbo,0,360,360,3763.34,"3,763.34",279123,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279123,5/1/2009,6/1/2009,5,2,5,2.25,9.25,28,29,N,0
279124,75,1100000,1100000,0,No Insurance,N,685,Full Documentation,Y,5 Year ARM,Purchase,Single Family Residence,279124,Primary,1,800595.73,825000,0,1/10/2005,3/1/2005,2/1/2035,1/1/2007,4.875,0.25,0.0018,279124,0,California,LOS ANGELES CA,90019,N,N,Jumbo,0,360,360,4365.97,"4,365.97",279124,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279124,2/1/2010,3/1/2010,5,2,5,2.25,9.88,37,38,N,0
279125,66.67,0,1650000,0,No Insurance,N,675,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Planned unit developments,279125,Secondary,1,1063784.72,1100000,0,10/21/2004,12/1/2004,11/1/2034,1/1/2007,5,0.25,0.0018,279125,0,California,LAKE ARROWHEAD CA,92352,N,N,Jumbo,0,360,360,5905.04,"5,905.04",279125,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279125,11/1/2009,12/1/2009,5,2,5,2.25,10,34,35,N,0
279126,52.96,0,2700000,0,No Insurance,N,650,Full Documentation,Y,5 Year ARM,Rate-Term Refinance,Planned unit developments,279126,Primary,1,1386766.67,1430000,0,10/27/2004,1/1/2005,12/1/2034,1/1/2007,5.25,0.25,0.0018,279126,0,California,PACIFIC PALISADES CA,90272,N,N,Jumbo,0,360,360,7896.51,"7,896.51",279126,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279126,12/1/2009,1/1/2010,5,2,5,2.5,10.25,35,36,N,0
279134,33.29,0,3004058,0,No Insurance,N,750,Reduced - No Income Verification,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,279134,Primary,1,974263.25,1000000,0,2/22/2005,5/1/2005,4/1/2035,1/1/2007,5.125,0.25,0.0018,279134,0,California,MANHATTAN BEACH CA,90266,N,N,Jumbo,0,360,360,5444.87,"5,444.87",279134,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279134,4/1/2010,5/1/2010,5,2,5,2.25,10.13,39,40,N,0
279135,50,0,1200000,0,No Insurance,N,769,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,279135,Primary,1,581842.72,600000,0,12/9/2004,2/1/2005,1/1/2035,1/1/2007,5,0.25,0.0018,279135,0,California,EL SEGUNDO CA,90245,N,N,Jumbo,0,360,360,3220.93,"3,220.93",279135,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279135,1/1/2010,2/1/2010,5,2,5,2.25,10,36,37,N,0
279136,78.84,0,690000,0,No Insurance,N,680,Simply Signature,N,5 Year ARM,Rate-Term Refinance,Two- to four-family,279136,Primary,2,527894.81,544000,0,12/24/2004,2/1/2005,1/1/2035,1/1/2007,5.125,0.25,0.0018,279136,0,California,LOS ANGELES CA,90006,N,N,Jumbo,0,360,360,2962.01,"2,962.01",279136,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279136,1/1/2010,2/1/2010,5,2,5,2.25,10.13,36,37,N,0
279137,58.4,0,1250000,0,No Insurance,N,809,Simply Signature,Y,5 Year ARM,Rate-Term Refinance,Single Family Residence,279137,Primary,1,704900.52,730000,0,10/11/2004,12/1/2004,11/1/2034,1/1/2007,4.75,0.25,0.0018,279137,0,California,PASADENA CA,91103,N,N,Jumbo,0,360,360,3808.03,"3,808.03",279137,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279137,11/1/2009,12/1/2009,5,2,5,2.25,9.75,34,35,N,0
279138,80,624310,624310,0,No Insurance,N,837,Simply Signature,N,5 Year ARM,Purchase,Single Family Residence,279138,Primary,1,442573.49,499448,0,10/15/2004,12/1/2004,11/1/2034,1/1/2007,4.5,0.25,0.0018,279138,0,California,CHINO CA,91710,N,N,Jumbo,0,360,360,2530.63,"2,530.63",279138,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279138,11/1/2009,12/1/2009,5,2,5,2.25,9.5,34,35,N,0
279139,57.14,1400000,1400000,0,No Insurance,N,748,Reduced - No Income Verification,N,5 Year ARM,Purchase,Single Family Residence,279139,Primary,1,777307.88,800000,0,1/27/2005,3/1/2005,2/1/2035,1/1/2007,5.125,0.25,0.0018,279139,0,California,ARROYO GRANDE CA,93420,N,N,Jumbo,0,360,360,4355.9,"4,355.90",279139,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279139,2/1/2010,3/1/2010,5,2,5,2.25,10.13,37,38,N,0
279140,57.3,0,1900000,0,No Insurance,N,738,Full Documentation,Y,5 Year ARM,Rate-Term Refinance,Single Family Residence,279140,Primary,1,1020090.54,1088655,0,11/12/2004,1/1/2005,12/1/2034,1/1/2007,4.625,0.25,0.0018,279140,0,California,ROLLING HILLS CA,90274,N,N,Jumbo,0,360,360,5597.21,"5,597.21",279140,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279140,12/1/2009,1/1/2010,5,2,5,2.25,9.63,35,36,N,0
279141,76.53,1437275,1455000,0,No Insurance,N,801,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,279141,Primary,1,1062108.84,1100000,0,10/26/2004,1/1/2005,12/1/2034,1/1/2007,4.5,0.25,0.0018,279141,0,California,LOS ANGELES CA,90049,N,N,Jumbo,0,360,360,5573.54,"5,573.54",279141,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279141,12/1/2009,1/1/2010,5,2,5,2.25,9.5,35,36,N,0
279142,57.59,1910000,1910000,0,No Insurance,N,731,Simply Signature,N,5 Year ARM,Purchase,Single Family Residence,279142,Primary,1,1065670.8,1100000,0,11/29/2004,2/1/2005,1/1/2035,1/1/2007,4.875,0.25,0.0018,279142,0,California,LOS ANGELES CA,90068,N,N,Jumbo,0,360,360,5821.29,"5,821.29",279142,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279142,1/1/2010,2/1/2010,5,2,5,2.25,9.88,36,37,N,0
279143,73.67,790000,800000,0,No Insurance,N,798,Simply Signature,N,5 Year ARM,Purchase,Single Family Residence,279143,Primary,1,560731.46,582000,0,11/4/2004,1/1/2005,12/1/2034,1/1/2007,4.75,0.25,0.0018,279143,0,California,PASADENA CA,91107,N,N,Jumbo,0,360,360,3035.99,"3,035.99",279143,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279143,12/1/2009,1/1/2010,5,2,5,2.25,9.75,35,36,N,0
279144,58.96,0,1150000,0,No Insurance,N,730,Reduced - No Income Verification,Y,5 Year ARM,Rate-Term Refinance,Single Family Residence,279144,Primary,1,655763.44,678000,0,9/10/2004,11/1/2004,10/1/2034,1/1/2007,5.25,0.25,0.0018,279144,0,California,LOS ANGELES CA,90056,N,N,Jumbo,0,360,360,3743.94,"3,743.94",279144,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279144,10/1/2009,11/1/2009,5,2,5,2.25,10.25,33,34,N,0
279145,75,1100000,1100000,0,No Insurance,N,763,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,279145,Primary,1,802210.68,825000,0,2/22/2005,4/1/2005,3/1/2035,1/1/2007,5,0.25,0.0018,279145,0,California,REDONDO BEACH CA,90277,N,N,Jumbo,0,360,360,4428.78,"4,428.78",279145,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279145,3/1/2010,4/1/2010,5,2,5,2.25,10,38,39,N,0
279147,47.89,0,1800000,0,No Insurance,N,795,Simply Signature,N,5 Year ARM,Cash-out Refinance,Planned unit developments,279147,Primary,1,833559.27,862000,0,10/27/2004,1/1/2005,12/1/2034,1/1/2007,4.75,0.25,0.0018,279147,0,California,CALABASAS CA,91302,N,N,Jumbo,0,360,360,4496.6,"4,496.60",279147,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279147,12/1/2009,1/1/2010,5,2,5,2.25,9.75,35,36,N,0
279148,72.73,0,1100000,0,No Insurance,N,786,Full Documentation,N,5 Year ARM,Cash-out Refinance,Single Family Residence,279148,Primary,1,772493.88,800000,0,10/15/2004,12/1/2004,11/1/2034,1/1/2007,4.75,0.25,0.0018,279148,0,California,HERMOSA BEACH CA,90254,N,N,Jumbo,0,360,360,4173.18,"4,173.18",279148,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279148,11/1/2009,12/1/2009,5,2,5,2.25,9.75,34,35,N,0
279149,20,2500000,2500000,0,No Insurance,N,784,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,279149,Investor,1,468821.83,500000,0,10/21/2004,12/1/2004,11/1/2034,1/1/2007,5.125,0.25,0.0018,279149,0,California,SAN DIEGO CA,92106,N,N,Jumbo,0,360,360,2722.43,"2,722.43",279149,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279149,11/1/2009,12/1/2009,5,2,5,2.25,10.13,34,35,N,0
279153,21.82,0,2200000,0,No Insurance,N,786,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,279153,Primary,1,464502.79,480000,0,10/29/2004,1/1/2005,12/1/2034,1/1/2007,4.875,0.25,0.0018,279153,0,California,BEVERLY HILLS CA,90210,N,N,Jumbo,0,360,360,2540.2,"2,540.20",279153,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279153,12/1/2009,1/1/2010,5,2,5,2.25,9.88,35,36,N,0
279154,79.27,0,820000,0,No Insurance,N,730,Full Documentation,Y,5 Year ARM,Cash-out Refinance,Single Family Residence,279154,Primary,1,619270.67,650000,0,11/10/2004,1/1/2005,12/1/2034,1/1/2007,4.875,0.25,0.0018,279154,0,California,CHATSWORTH CA,91311,N,N,Jumbo,0,360,360,3439.85,"3,439.85",279154,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279154,12/1/2009,1/1/2010,5,2,5,2.25,9.88,35,36,N,0
279155,76.15,0,650000,0,No Insurance,N,766,Full Documentation,Y,5 Year ARM,Rate-Term Refinance,Condo,279155,Secondary,1,430104.77,495000,0,8/26/2004,11/1/2004,10/1/2034,1/1/2007,5,0.25,0.0018,279155,0,California,MAMMOTH LAKES CA,93546,N,N,Jumbo,0,360,360,2657.27,"2,657.27",279155,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279155,10/1/2009,11/1/2009,5,2,5,2.25,10,33,34,N,0
279156,51.49,0,950000,0,No Insurance,N,773,Streamline,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,279156,Primary,1,464478.38,489200,0,4/28/2004,7/1/2004,6/1/2034,1/1/2007,4.25,0.25,0.0018,279156,0,California,LOS ANGELES CA,90064,N,N,Jumbo,0,360,360,2406.57,"2,406.57",279156,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279156,6/1/2009,7/1/2009,5,2,5,2.25,9.25,29,30,N,0
279157,60.14,0,1800000,0,No Insurance,N,717,Reduced - No Income Verification,N,5 Year ARM,Rate-Term Refinance,Planned unit developments,279157,Primary,1,1006306.18,1082500,0,4/21/2004,6/1/2004,5/1/2034,1/1/2007,4.125,0.25,0.0018,279157,0,California,LOS ANGELES CA,90077,N,N,Jumbo,0,360,360,5246.33,"5,246.33",279157,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279157,5/1/2009,6/1/2009,5,2,5,2.25,9.13,28,29,N,0
279159,75,650000,658000,0,No Insurance,N,648,Full Documentation,N,5 Year ARM,Purchase,Condo,279159,Secondary,1,469187.18,487500,0,8/19/2004,10/1/2004,9/1/2034,1/1/2007,4.875,0.25,0.0018,279159,0,California,MAMMOTH LAKES CA,93546,N,N,Jumbo,0,360,360,2579.89,"2,579.89",279159,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279159,9/1/2009,10/1/2009,5,2,5,2.25,9.88,32,33,N,0
279160,69.84,1575000,1575000,0,No Insurance,N,763,Full Documentation,Y,5 Year ARM,Purchase,Single Family Residence,279160,Primary,1,1060645.49,1100000,0,9/7/2004,11/1/2004,10/1/2034,1/1/2007,4.75,0.25,0.0018,279160,0,California,MANHATTAN BEACH CA,90266,N,N,Jumbo,0,360,360,5738.12,"5,738.12",279160,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279160,10/1/2009,11/1/2009,5,2,5,2.25,9.75,33,34,N,0
279161,63.22,0,870000,0,No Insurance,N,793,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,279161,Primary,1,525731.87,550000,0,4/29/2004,7/1/2004,6/1/2034,1/1/2007,4.375,0.25,0.0018,279161,0,California,REDWOOD CITY CA,94061,N,N,Jumbo,0,360,360,2746.07,"2,746.07",279161,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279161,6/1/2009,7/1/2009,5,2,5,2.25,9.38,29,30,N,0
279162,78.39,0,775000,0,No Insurance,N,772,Streamline,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,279162,Primary,1,580694.71,607500,0,4/29/2004,7/1/2004,6/1/2034,1/1/2007,4.375,0.25,0.0018,279162,0,California,LOS ANGELES CA,90069,N,N,Jumbo,0,360,360,3033.16,"3,033.16",279162,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279162,6/1/2009,7/1/2009,5,2,5,2.25,9.38,29,30,N,0
279163,35.09,0,2850000,0,No Insurance,N,779,Full Documentation,Y,5 Year ARM,Cash-out Refinance,Single Family Residence,279163,Primary,1,950950.66,1000000,0,5/14/2004,7/1/2004,6/1/2034,1/1/2007,4.125,0.25,0.0018,279163,0,California,MALIBU CA,90265,N,N,Jumbo,0,360,360,4846.5,"4,846.50",279163,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279163,6/1/2009,7/1/2009,5,2,5,2.25,9.13,29,30,N,0
279165,62.13,0,1500000,0,No Insurance,N,741,Full Documentation,Y,5 Year ARM,Rate-Term Refinance,Single Family Residence,279165,Primary,1,888572.87,932000,0,4/22/2004,6/1/2004,5/1/2034,1/1/2007,4.25,0.25,0.0018,279165,0,California,SAN RAFAEL CA,94903,N,N,Jumbo,0,360,360,4584.88,"4,584.88",279165,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279165,5/1/2009,6/1/2009,5,2,5,2.25,9.25,28,29,N,0
279166,42.48,0,1300000,0,No Insurance,N,788,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,279166,Primary,1,528438.46,552300,0,4/26/2004,7/1/2004,6/1/2034,1/1/2007,4.5,0.25,0.0018,279166,0,California,LOS ANGELES CA,90049,N,N,Jumbo,0,360,360,2798.42,"2,798.42",279166,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279166,6/1/2009,7/1/2009,5,2,5,2.25,9.5,29,30,N,0
279167,59.75,0,1400000,0,No Insurance,N,782,Full Documentation,N,5 Year ARM,Cash-out Refinance,Single Family Residence,279167,Primary,1,799122.72,836500,0,4/21/2004,6/1/2004,5/1/2034,1/1/2007,4.5,0.25,0.0018,279167,0,California,PALOS VERDES ESTA CA,90274,N,N,Jumbo,0,360,360,4238.42,"4,238.42",279167,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279167,5/1/2009,6/1/2009,5,2,5,2.25,9.5,28,29,N,0
279168,34.38,0,2400000,0,No Insurance,N,732,Full Documentation,Y,5 Year ARM,Cash-out Refinance,Planned unit developments,279168,Primary,1,790571.51,825000,0,5/27/2004,8/1/2004,7/1/2034,1/1/2007,4.5,0.25,0.0018,279168,0,California,NEWPORT BEACH CA,92625,N,N,Jumbo,0,360,360,4180.15,"4,180.15",279168,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279168,7/1/2009,8/1/2009,5,2,5,2.25,9.5,30,31,N,0
279169,68.29,0,1230000,0,No Insurance,N,704,Full Documentation,Y,5 Year ARM,Cash-out Refinance,Planned unit developments,279169,Primary,1,806406,840000,0,5/25/2004,8/1/2004,7/1/2034,1/1/2007,4.75,0.25,0.0018,279169,0,California,SANTA CLARITA CA,91355,N,N,Jumbo,0,360,360,4381.84,"4,381.84",279169,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279169,7/1/2009,8/1/2009,5,2,5,2.25,9.75,30,31,N,0
279170,46.15,0,1300000,0,No Insurance,N,810,Full Documentation,N,5 Year ARM,Cash-out Refinance,Single Family Residence,279170,Secondary,1,573525.78,600000,0,5/12/2004,7/1/2004,6/1/2034,1/1/2007,4.375,0.25,0.0018,279170,0,California,LOS ANGELES CA,90049,N,N,Jumbo,0,360,360,2995.71,"2,995.71",279170,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279170,6/1/2009,7/1/2009,5,2,5,2.25,9.38,29,30,N,0
279171,45.45,0,2200000,0,No Insurance,N,827,Full Documentation,N,5 Year ARM,Cash-out Refinance,Single Family Residence,279171,Primary,1,905851.36,1000000,0,4/26/2004,7/1/2004,6/1/2034,1/1/2007,4.5,0.25,0.0018,279171,0,California,LOS ANGELES CA,90049,N,N,Jumbo,0,360,360,5066.85,"5,066.85",279171,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279171,6/1/2009,7/1/2009,5,2,5,2.25,9.5,29,30,N,0
279172,53.33,0,1500000,0,No Insurance,N,783,Full Documentation,Y,5 Year ARM,Cash-out Refinance,Planned unit developments,279172,Primary,1,719804.84,800000,0,4/22/2004,6/1/2004,5/1/2034,1/1/2007,4.625,0.25,0.0018,279172,0,California,PACIFIC PALISADES CA,90272,N,N,Jumbo,0,360,360,4113.12,"4,113.12",279172,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279172,5/1/2009,6/1/2009,5,2,5,2.25,9.63,28,29,N,0
